Xacc	Yacc	Zacc
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.041865	0.054238	1.915811
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.057046	1.91166
-0.039912	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.041865	0.05314	1.914834
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.919106
-0.038936	0.055581	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.055825	1.91105
-0.040767	0.024575	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.053628	1.922891
-0.039302	0.084878	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.037593	0.054727	1.918496
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.04394	0.053506	1.915566
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.919595
-0.037959	0.057168	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914102
-0.037593	0.058633	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.05436	1.914468
-0.039668	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.916543
-0.039424	0.055459	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.055215	1.915811
-0.038813	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.054971	1.917764
-0.042231	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.03979	0.05375	1.909219
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.914712
-0.041865	0.053384	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.916665
-0.043086	0.054727	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.054482	1.914224
-0.04272	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.057656	1.912759
-0.038691	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.038447	0.054238	1.914468
-0.100947	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.106807	0.048989	1.932656
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.922402
-0.138423	0.024697	1.891152
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.084878	1.89103
-0.054927	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
0.042119	0.100259	1.926919
-0.020381	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
-0.009028	0.020425	1.926675
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.922647
0.033452	0.040811	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.028203	0.056191	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
0.000127	0.057412	1.913613
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.914224
-0.024165	0.055947	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.938272
-0.012202	0.058145	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.027339	0.056069	1.904946
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.026362	0.061807	1.911294
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.912515
-0.024775	0.071328	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.072183	1.918252
-0.02209	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.022578	0.078164	1.92167
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.915444
-0.024775	0.069253	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.072793	1.922402
-0.025264	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.923013
-0.026729	0.071206	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.075234	1.907998
-0.029048	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.07499	1.917153
-0.024287	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021968	0.070229	1.920938
-0.021846	0.073403	1.917153
-0.021846	0.073403	1.917153
-0.021846	0.073403	1.917153
-0.021846	0.073403	1.917153
-0.021846	0.073403	1.917153
-0.021846	0.073403	1.917153
